Id,Name,CreatedDate,IsDeleted,LastModifiedDate,AQB__Gift__c,AQB__Account__c,AQB__Amount__c,AQB__Balance__c,AQB__Batch__c,AQB__ConditionalPledge__c,AQB__Date__c,AQB__Method__c,AQB__PledgeStipulation__c,AQB__PledgePayment__c,AQB__Type__c
a2EVa00000006zDMAQ,014027309,2024-01-20T02:56:10.000+0000,false,2024-07-16T13:02:45.000+0000,a16Va000000JDByIAO,001Va000002edueIAA,25,0,,false,1990-10-25,Check,,false,Payment
a2EVa00000006zEMAQ,014027310,2024-01-20T02:56:10.000+0000,false,2024-07-16T13:02:45.000+0000,a16Va000000JDBzIAO,001Va000002edueIAA,20,0,,false,1990-08-11,Check,,false,Payment
a2EVa00000006zFMAQ,014027311,2024-01-20T02:56:10.000+0000,false,2024-07-16T13:02:45.000+0000,a16Va000000JDC0IAO,001Va000002edufIAA,20,0,,false,1990-07-04,Check,,false,Payment
a2EVa00000006zGMAQ,014027312,2024-01-20T02:56:10.000+0000,false,2024-07-16T13:02:45.000+0000,a16Va000000JDC2IAO,001Va000002edugIAA,20,0,,false,1991-01-16,Check,,false,Payment
a2EVa00000006zHMAQ,014027313,2024-01-20T02:56:10.000+0000,false,2024-07-16T13:02:45.000+0000,a16Va000000JDC3IAO,001Va000002eduhIAA,20,0,,false,1995-02-15,Check,,false,Payment
a2EVa00000006zIMAQ,014027314,2024-01-20T02:56:10.000+0000,false,2024-07-16T13:02:45.000+0000,a16Va000000JDC4IAO,001Va000002eduhIAA,25,0,,false,1993-05-19,Check,,false,Payment
a2EVa00000006zJMAQ,014027315,2024-01-20T02:56:10.000+0000,false,2024-07-16T13:02:45.000+0000,a16Va000000JDC5IAO,001Va000002eduhIAA,25,0,,false,1992-06-01,Check,,false,Payment
a2EVa00000006zKMAQ,014027316,2024-01-20T02:56:10.000+0000,false,2024-07-16T13:02:45.000+0000,a16Va000000JDC6IAO,001Va000002eduhIAA,30,0,,false,1991-01-15,Check,,false,Payment
a2EVa00000006zLMAQ,014027317,2024-01-20T02:56:10.000+0000,false,2024-07-16T13:02:45.000+0000,a16Va000000JDC7IAO,001Va000002eduhIAA,25,0,,false,1990-07-01,Check,,false,Payment
a2EVa00000006zMMAQ,014027318,2024-01-20T02:56:10.000+0000,false,2024-07-16T13:02:45.000+0000,a16Va000000JDC8IAO,001Va000002eduiIAA,15,0,,false,1998-04-17,Check,,false,Payment
a2EVa00000006zNMAQ,014027319,2024-01-20T02:56:10.000+0000,false,2024-07-16T13:02:45.000+0000,a16Va000000JDC9IAO,001Va000002eduiIAA,15,0,,false,1998-01-15,Check,,false,Payment
a2EVa00000006zOMAQ,014027320,2024-01-20T02:56:10.000+0000,false,2024-07-16T13:02:45.000+0000,a16Va000000JDCAIA4,001Va000002eduiIAA,10,0,,false,1997-04-07,Check,,false,Payment
a2EVa00000006zPMAQ,014027321,2024-01-20T02:56:10.000+0000,false,2024-07-16T13:02:45.000+0000,a16Va000000JDCBIA4,001Va000002eduiIAA,10,0,,false,1995-04-07,Check,,false,Payment
a2EVa00000006zQMAQ,014027322,2024-01-20T02:56:10.000+0000,false,2024-07-16T13:02:45.000+0000,a16Va000000JDCCIA4,001Va000002eduiIAA,10,0,,false,1994-10-21,Check,,false,Payment
a2EVa00000006zRMAQ,014027323,2024-01-20T02:56:10.000+0000,false,2024-07-16T13:02:45.000+0000,a16Va000000JDCDIA4,001Va000002eduiIAA,10,0,,false,1994-07-19,Check,,false,Payment
a2EVa00000006zSMAQ,014027324,2024-01-20T02:56:10.000+0000,false,2024-07-16T13:02:45.000+0000,a16Va000000JDCEIA4,001Va000002eduiIAA,10,0,,false,1993-11-08,Check,,false,Payment
a2EVa00000006zTMAQ,014027325,2024-01-20T02:56:10.000+0000,false,2024-07-16T13:02:45.000+0000,a16Va000000JDCFIA4,001Va000002eduiIAA,10,0,,false,1992-12-08,Check,,false,Payment
a2EVa00000006zUMAQ,014027326,2024-01-20T02:56:10.000+0000,false,2024-07-16T13:02:45.000+0000,a16Va000000JDCGIA4,001Va000002eduiIAA,10,0,,false,1992-06-04,Check,,false,Payment
a2EVa00000006zVMAQ,014027327,2024-01-20T02:56:10.000+0000,false,2024-07-16T13:02:45.000+0000,a16Va000000JDCHIA4,001Va000002eduiIAA,15,0,,false,1991-01-08,Check,,false,Payment
a2EVa00000006zWMAQ,014027328,2024-01-20T02:56:10.000+0000,false,2024-07-16T13:02:45.000+0000,a16Va000000JDCIIA4,001Va000002eduiIAA,10,0,,false,1990-08-04,Check,,false,Payment
